# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/00_rawdata/fastq_data/reference/NZ_CP076404.1.gtf" "-o" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/03_annotation/counts/raw_counts.txt" "-T" "8" "-p" "-B" "-t" "CDS" "-g" "gene_id" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam
KJY95_RS18080	NZ_CP076404.1	3724434	3724793	+	360	1307	1403	1292
KJY95_RS18085	NZ_CP076404.1	3725168	3726820	+	1653	1247	1167	1352
KJY95_RS18090	NZ_CP076404.1	3726823	3727596	+	774	241	238	193
KJY95_RS18095	NZ_CP076404.1	3727596	3728783	+	1188	536	502	458
KJY95_RS18100	NZ_CP076404.1	3728984	3729454	+	471	1036	922	726
KJY95_RS18105	NZ_CP076404.1	3729513	3730331	-	819	1643	1651	1267
KJY95_RS18110	NZ_CP076404.1	3730414	3731430	-	1017	2515	3020	2343
KJY95_RS18115	NZ_CP076404.1	3731433	3731897	-	465	4310	6067	5514
KJY95_RS18120	NZ_CP076404.1	3731963	3732211	-	249	2098	2931	2581
KJY95_RS18125	NZ_CP076404.1	3732356	3732784	-	429	3228	4280	3595
KJY95_RS18130	NZ_CP076404.1	3733029	3734570	+	1542	6838	10712	8649
KJY95_RS18135	NZ_CP076404.1	3734607	3735863	+	1257	2414	2847	2261
KJY95_RS18140	NZ_CP076404.1	3735870	3736826	+	957	1164	1109	1037
KJY95_RS18145	NZ_CP076404.1	3736819	3737850	-	1032	552	623	547
KJY95_RS18150	NZ_CP076404.1	3738092	3739114	-	1023	4056	4380	3775
KJY95_RS18155	NZ_CP076404.1	3739127	3740320	-	1194	5277	6336	5026
KJY95_RS18160	NZ_CP076404.1	3740598	3741452	-	855	2160	3297	2710
KJY95_RS18165	NZ_CP076404.1	3741756	3742685	+	930	4189	5009	4289
KJY95_RS18170	NZ_CP076404.1	3742698	3743741	+	1044	2006	2419	1803
KJY95_RS18175	NZ_CP076404.1	3743748	3744704	+	957	1111	1330	1024
KJY95_RS18180	NZ_CP076404.1	3744717	3745973	+	1257	915	1561	1456
KJY95_RS18185	NZ_CP076404.1	3746011	3747081	-	1071	1211	2144	2197
KJY95_RS18190	NZ_CP076404.1	3747117	3747965	-	849	930	1700	1452
KJY95_RS18195	NZ_CP076404.1	3748039	3748734	-	696	1003	1795	1610
KJY95_RS18200	NZ_CP076404.1	3748755	3749768	-	1014	1248	2103	1678
KJY95_RS18205	NZ_CP076404.1	3749811	3750827	-	1017	1701	2720	2680
KJY95_RS18210	NZ_CP076404.1	3750830	3751906	-	1077	2159	3486	3026
KJY95_RS18215	NZ_CP076404.1	3751953	3752885	-	933	1244	2740	2437
KJY95_RS18220	NZ_CP076404.1	3752925	3753719	-	795	1283	1928	1704
KJY95_RS18225	NZ_CP076404.1	3753715	3754836	-	1122	2605	3409	2871
KJY95_RS18230	NZ_CP076404.1	3754836	3755903	-	1068	3145	4438	3747
KJY95_RS18235	NZ_CP076404.1	3756309	3757583	+	1275	3588	3793	3252
KJY95_RS18240	NZ_CP076404.1	3757594	3758070	+	477	968	963	710
KJY95_RS18245	NZ_CP076404.1	3758115	3758921	-	807	1891	1960	1447
KJY95_RS18250	NZ_CP076404.1	3759022	3759186	-	165	21767	26206	22995
KJY95_RS18255	NZ_CP076404.1	3759210	3759443	-	234	52578	61824	57512
KJY95_RS18260	NZ_CP076404.1	3759663	3760328	-	666	4725	5624	5961
KJY95_RS18265	NZ_CP076404.1	3760500	3761717	+	1218	4561	4351	3556
KJY95_RS18270	NZ_CP076404.1	3761698	3762153	+	456	2717	3052	2743
KJY95_RS18275	NZ_CP076404.1	3762263	3762856	+	594	2536	2627	2397
KJY95_RS18280	NZ_CP076404.1	3762899	3763537	-	639	996	920	754
KJY95_RS18285	NZ_CP076404.1	3763606	3764319	-	714	3858	3676	2689
KJY95_RS18290	NZ_CP076404.1	3764446	3765306	+	861	4715	5464	4587
KJY95_RS18295	NZ_CP076404.1	3765530	3766351	+	822	1533	1977	1899
KJY95_RS18300	NZ_CP076404.1	3766644	3767258	+	615	723	786	768
KJY95_RS18305	NZ_CP076404.1	3767261	3768940	-	1680	793	764	716
KJY95_RS18310	NZ_CP076404.1	3769198	3769818	+	621	6186	7951	7133
KJY95_RS18315	NZ_CP076404.1	3769876	3770148	+	273	5960	6606	4947
KJY95_RS18320	NZ_CP076404.1	3770170	3772275	+	2106	9827	10260	7679
KJY95_RS18325	NZ_CP076404.1	3772285	3772971	+	687	742	666	557
KJY95_RS18330	NZ_CP076404.1	3772980	3775058	+	2079	3679	3176	2268
KJY95_RS18335	NZ_CP076404.1	3775233	3776435	-	1203	5420	5307	3562
KJY95_RS18340	NZ_CP076404.1	3776715	3778103	+	1389	7284	4136	2665
KJY95_RS18345	NZ_CP076404.1	3778227	3779933	+	1707	2800	2647	2277
KJY95_RS18350	NZ_CP076404.1	3779992	3782307	-	2316	730	681	639
KJY95_RS18355	NZ_CP076404.1	3782320	3783699	-	1380	264	256	302
KJY95_RS18365	NZ_CP076404.1	3784165	3784323	+	159	370	268	225
KJY95_RS18370	NZ_CP076404.1	3784723	3785904	+	1182	371	389	430
KJY95_RS18375	NZ_CP076404.1	3786018	3786938	+	921	919	916	855
KJY95_RS18380	NZ_CP076404.1	3786948	3787763	-	816	632	751	598
KJY95_RS18385	NZ_CP076404.1	3787985	3788275	+	291	222	284	260
KJY95_RS18390	NZ_CP076404.1	3788322	3789509	-	1188	1004	1179	845
KJY95_RS18395	NZ_CP076404.1	3789723	3790172	-	450	709	794	609
KJY95_RS18400	NZ_CP076404.1	3790228	3791559	-	1332	188	243	294
KJY95_RS18405	NZ_CP076404.1	3791734	3793497	+	1764	2093	1841	1379
KJY95_RS18410	NZ_CP076404.1	3793549	3794937	-	1389	580	769	622
KJY95_RS18415	NZ_CP076404.1	3795078	3796394	-	1317	749	758	528
KJY95_RS18420	NZ_CP076404.1	3796407	3797906	-	1500	1974	1825	1283
KJY95_RS18425	NZ_CP076404.1	3797909	3798496	-	588	1650	1563	1290
KJY95_RS18430	NZ_CP076404.1	3798575	3798862	-	288	163	267	315
KJY95_RS18435	NZ_CP076404.1	3798869	3800554	-	1686	2406	3763	5275
KJY95_RS18440	NZ_CP076404.1	3800663	3800758	-	96	1133	1918	4438
KJY95_RS18445	NZ_CP076404.1	3801323	3801409	+	87	2639	2152	2669
KJY95_RS18450	NZ_CP076404.1	3801539	3801610	-	72	90	90	113
KJY95_RS18455	NZ_CP076404.1	3801692	3802873	+	1182	3579	5131	3860
KJY95_RS18460	NZ_CP076404.1	3802887	3803381	-	495	730	955	762
KJY95_RS18465	NZ_CP076404.1	3803381	3803740	-	360	240	291	216
KJY95_RS18470	NZ_CP076404.1	3803733	3804077	-	345	203	262	199
KJY95_RS18475	NZ_CP076404.1	3804185	3804631	+	447	307	406	352
KJY95_RS18480	NZ_CP076404.1	3804684	3806174	-	1491	346	380	337
KJY95_RS18485	NZ_CP076404.1	3806174	3807886	-	1713	291	247	290
KJY95_RS18490	NZ_CP076404.1	3808053	3808943	+	891	240	222	227
KJY95_RS18495	NZ_CP076404.1	3808946	3809757	-	812	279	190	236
KJY95_RS18500	NZ_CP076404.1	3809760	3811373	-	1614	408	372	373
KJY95_RS18505	NZ_CP076404.1	3811669	3812382	+	714	149	187	193
KJY95_RS18510	NZ_CP076404.1	3812385	3814043	-	1659	1629	1643	1297
KJY95_RS18515	NZ_CP076404.1	3814242	3814667	-	426	118	115	116
KJY95_RS18520	NZ_CP076404.1	3814782	3815192	-	411	164	156	153
KJY95_RS18525	NZ_CP076404.1	3815498	3815827	+	330	650	712	714
KJY95_RS18530	NZ_CP076404.1	3815835	3817046	-	1212	1389	1477	1369
KJY95_RS18535	NZ_CP076404.1	3817147	3818208	+	1062	298	222	203
KJY95_RS18540	NZ_CP076404.1	3818211	3819545	-	1335	297	267	276
KJY95_RS18545	NZ_CP076404.1	3819623	3820768	-	1146	233	217	224
KJY95_RS18550	NZ_CP076404.1	3820768	3821382	-	615	109	141	117
KJY95_RS18555	NZ_CP076404.1	3821369	3822244	-	876	172	204	196
KJY95_RS18560	NZ_CP076404.1	3822244	3822930	-	687	256	276	255
KJY95_RS18565	NZ_CP076404.1	3823208	3823861	+	654	499	643	648
KJY95_RS18570	NZ_CP076404.1	3823913	3824722	-	810	1487	1524	1378
KJY95_RS18575	NZ_CP076404.1	3824840	3825235	-	396	361	394	310
KJY95_RS18580	NZ_CP076404.1	3825478	3827889	-	2412	7488	9520	7305
KJY95_RS18585	NZ_CP076404.1	3827921	3828991	-	1071	1549	1559	1294
KJY95_RS18590	NZ_CP076404.1	3828994	3830091	-	1098	4244	4438	3412
KJY95_RS18595	NZ_CP076404.1	3830099	3831499	-	1401	9490	10750	8309
KJY95_RS18600	NZ_CP076404.1	3831796	3831873	+	78	73	59	85
KJY95_RS18605	NZ_CP076404.1	3832106	3832243	+	138	16035	19837	16726
KJY95_RS18610	NZ_CP076404.1	3832263	3832619	+	357	13224	13305	10789
KJY95_RS18615	NZ_CP076404.1	3832586	3832840	+	255	3878	3985	3395
KJY95_RS18620	NZ_CP076404.1	3832846	3834489	+	1644	25010	27206	21159
KJY95_RS18625	NZ_CP076404.1	3834598	3835959	+	1362	3224	3130	2479
KJY95_RS18630	NZ_CP076404.1	3836205	3836276	+	72	25	36	40
KJY95_RS18635	NZ_CP076404.1;NZ_CP076404.1	3836529;3836974	3836974;3837223	-;-	695	44	34	52
KJY95_RS18640	NZ_CP076404.1	3837256	3838044	+	789	198	180	190
KJY95_RS18645	NZ_CP076404.1	3838179	3839351	+	1173	373	402	428
KJY95_RS18650	NZ_CP076404.1	3839329	3840285	+	957	800	825	703
KJY95_RS18655	NZ_CP076404.1	3840445	3841191	+	747	1985	2138	1710
KJY95_RS18660	NZ_CP076404.1	3841216	3841779	+	564	817	903	708
KJY95_RS18665	NZ_CP076404.1	3841839	3843173	-	1335	7196	7887	5471
KJY95_RS18670	NZ_CP076404.1	3843338	3844000	+	663	805	877	730
KJY95_RS18675	NZ_CP076404.1	3844070	3844534	+	465	366	378	314
KJY95_RS18680	NZ_CP076404.1	3844586	3845170	+	585	459	459	508
KJY95_RS18685	NZ_CP076404.1	3845238	3845957	-	720	290	351	321
KJY95_RS18690	NZ_CP076404.1	3845975	3847141	-	1167	352	344	339
KJY95_RS18695	NZ_CP076404.1	3847171	3848784	-	1614	711	743	601
KJY95_RS18700	NZ_CP076404.1	3848856	3850265	-	1410	278	236	263
KJY95_RS18705	NZ_CP076404.1	3850287	3852161	-	1875	10320	9082	7195
KJY95_RS18710	NZ_CP076404.1	3852298	3853131	-	834	194	268	296
KJY95_RS18715	NZ_CP076404.1	3853420	3854142	-	723	755	840	706
KJY95_RS18720	NZ_CP076404.1	3854160	3854930	-	771	1211	1148	836
KJY95_RS18725	NZ_CP076404.1	3855116	3856003	-	888	1107	1050	787
KJY95_RS18730	NZ_CP076404.1	3856006	3856962	-	957	1248	1025	835
KJY95_RS18735	NZ_CP076404.1	3857052	3858089	-	1038	2585	2442	1733
KJY95_RS18740	NZ_CP076404.1	3858406	3860232	-	1827	15055	16901	13392
KJY95_RS18745	NZ_CP076404.1	3860397	3861764	-	1368	6085	7335	5997
KJY95_RS18750	NZ_CP076404.1	3862120	3862536	-	417	6774	8472	6658
KJY95_RS18755	NZ_CP076404.1	3862560	3863939	-	1380	22957	28881	21531
KJY95_RS18760	NZ_CP076404.1	3863969	3864829	-	861	12210	15870	12815
KJY95_RS18765	NZ_CP076404.1	3864883	3866421	-	1539	32488	43300	33312
KJY95_RS18770	NZ_CP076404.1	3866437	3866967	-	531	8429	12044	9101
KJY95_RS18775	NZ_CP076404.1	3866985	3867452	-	468	11162	16140	13367
KJY95_RS18780	NZ_CP076404.1	3867517	3867753	-	237	5553	8447	6047
KJY95_RS18785	NZ_CP076404.1	3867803	3868615	-	813	13999	19473	16482
KJY95_RS18790	NZ_CP076404.1	3868627	3869004	-	378	5216	7098	5523
KJY95_RS18795	NZ_CP076404.1	3869624	3870244	-	621	1656	1995	1778
KJY95_RS18800	NZ_CP076404.1	3870311	3872197	-	1887	12225	13640	10034
KJY95_RS18805	NZ_CP076404.1	3872579	3873019	-	441	5079	5665	4814
KJY95_RS18810	NZ_CP076404.1	3873112	3873567	-	456	1422	1497	1344
KJY95_RS18815	NZ_CP076404.1	3873719	3874708	+	990	3099	3832	2316
KJY95_RS18820	NZ_CP076404.1	3874719	3876167	-	1449	1573	1763	1268
KJY95_RS18825	NZ_CP076404.1	3876164	3877657	-	1494	1212	1591	1500
KJY95_RS18830	NZ_CP076404.1	3877880	3879745	+	1866	1758	2213	1854
KJY95_RS18835	NZ_CP076404.1	3879915	3880331	+	417	357	885	1231
KJY95_RS18840	NZ_CP076404.1	3880342	3881844	+	1503	485	905	1042
KJY95_RS18845	NZ_CP076404.1	3881852	3882814	+	963	313	415	508
KJY95_RS18850	NZ_CP076404.1	3882842	3883729	+	888	855	1085	1313
KJY95_RS18855	NZ_CP076404.1	3883858	3884784	+	927	1184	1417	1183
KJY95_RS18860	NZ_CP076404.1	3884791	3885780	+	990	581	709	589
KJY95_RS18865	NZ_CP076404.1	3885752	3887176	-	1425	1294	1397	1244
KJY95_RS18870	NZ_CP076404.1	3887202	3887891	-	690	2494	3044	2723
KJY95_RS18905	NZ_CP076404.1	3893695	3894531	-	837	1475	1674	1339
KJY95_RS18910	NZ_CP076404.1	3894650	3894985	+	336	1981	2597	1924
KJY95_RS18915	NZ_CP076404.1	3895016	3896533	-	1518	2061	2165	1760
KJY95_RS18920	NZ_CP076404.1	3896886	3896981	+	96	1303	1378	1789
KJY95_RS18925	NZ_CP076404.1	3897071	3897118	+	48	125	143	153
KJY95_RS18930	NZ_CP076404.1	3897124	3898765	+	1642	7492	8561	7723
KJY95_RS18935	NZ_CP076404.1	3898765	3899025	+	261	212	229	217
KJY95_RS18940	NZ_CP076404.1	3899048	3899974	+	927	1133	1223	1081
KJY95_RS18945	NZ_CP076404.1	3900042	3901889	+	1848	1167	1153	879
KJY95_RS18950	NZ_CP076404.1	3901895	3903436	+	1542	1332	1341	853
KJY95_RS18955	NZ_CP076404.1	3903494	3904384	-	891	724	775	554
KJY95_RS18960	NZ_CP076404.1	3904534	3906006	+	1473	1450	1299	1144
KJY95_RS18965	NZ_CP076404.1	3906099	3906377	-	279	2441	2313	2083
KJY95_RS18970	NZ_CP076404.1	3906579	3907024	-	446	550	609	689
KJY95_RS18975	NZ_CP076404.1	3907241	3909259	+	2019	3294	3384	2548
KJY95_RS18980	NZ_CP076404.1	3909312	3910793	-	1482	6764	6506	4825
KJY95_RS18985	NZ_CP076404.1	3910932	3912194	-	1263	9712	9686	8336
KJY95_RS18990	NZ_CP076404.1	3912325	3912651	+	327	6158	7890	6553
KJY95_RS18995	NZ_CP076404.1	3912795	3912893	+	99	10687	13424	13178
KJY95_RS19000	NZ_CP076404.1	3912981	3914237	+	1257	45181	52864	44620
KJY95_RS19005	NZ_CP076404.1	3914480	3915580	+	1101	7086	8899	7083
KJY95_RS19010	NZ_CP076404.1	3915595	3916638	+	1044	2573	3119	2378
KJY95_RS19015	NZ_CP076404.1	3916697	3917824	+	1128	1087	1337	1078
KJY95_RS19020	NZ_CP076404.1	3917824	3919083	+	1260	1100	1268	1035
KJY95_RS19025	NZ_CP076404.1	3919086	3920150	+	1065	763	813	736
KJY95_RS19030	NZ_CP076404.1	3920172	3921050	+	879	493	515	410
KJY95_RS19035	NZ_CP076404.1	3921031	3921702	+	672	289	276	205
KJY95_RS19040	NZ_CP076404.1	3921710	3922837	+	1128	578	592	411
KJY95_RS19045	NZ_CP076404.1	3922842	3924089	+	1248	452	551	479
KJY95_RS19050	NZ_CP076404.1	3924089	3925165	+	1077	372	486	453
KJY95_RS19055	NZ_CP076404.1	3925165	3926514	+	1350	416	412	387
KJY95_RS19060	NZ_CP076404.1	3926520	3927257	+	738	425	462	357
KJY95_RS19065	NZ_CP076404.1	3927451	3928833	+	1383	3279	3304	2598
KJY95_RS19090	NZ_CP076404.1	3929522	3930754	+	1233	2517	3651	1824
KJY95_RS19095	NZ_CP076404.1	3930919	3932571	-	1653	1431	1260	990
KJY95_RS19100	NZ_CP076404.1	3933253	3934446	-	1194	3904	3990	3207
KJY95_RS19105	NZ_CP076404.1	3934452	3935630	-	1179	2523	2990	2541
KJY95_RS19110	NZ_CP076404.1	3935655	3936392	-	738	1523	1690	1250
KJY95_RS19115	NZ_CP076404.1	3936392	3937330	-	939	3786	4166	3559
KJY95_RS19120	NZ_CP076404.1	3937717	3940260	+	2544	9174	10751	8590
KJY95_RS19125	NZ_CP076404.1	3940306	3940623	-	318	628	825	592
KJY95_RS19130	NZ_CP076404.1	3940752	3940927	-	176	105	80	108
KJY95_RS19135	NZ_CP076404.1	3941086	3941286	+	201	584	735	670
KJY95_RS19140	NZ_CP076404.1	3941326	3942147	+	822	1279	1628	1180
KJY95_RS19145	NZ_CP076404.1	3942147	3942851	+	705	746	944	647
KJY95_RS19150	NZ_CP076404.1	3942851	3943744	+	894	558	672	554
KJY95_RS19155	NZ_CP076404.1	3943747	3944460	+	714	291	300	309
KJY95_RS19160	NZ_CP076404.1	3944547	3946706	+	2160	8479	7349	5197
KJY95_RS19165	NZ_CP076404.1	3946859	3947620	-	762	866	747	613
KJY95_RS19170	NZ_CP076404.1	3947782	3947835	+	54	280	311	224
KJY95_RS19175	NZ_CP076404.1	3947990	3948937	+	948	3511	4217	2941
KJY95_RS19180	NZ_CP076404.1	3948986	3949363	-	378	321	449	364
KJY95_RS19185	NZ_CP076404.1	3949380	3949757	-	378	116	154	121
KJY95_RS19190	NZ_CP076404.1	3949855	3950742	-	888	1770	1863	1287
KJY95_RS19195	NZ_CP076404.1	3950797	3951261	-	465	986	960	830
KJY95_RS19200	NZ_CP076404.1	3951426	3952292	+	867	2030	2402	1867
KJY95_RS19205	NZ_CP076404.1	3952428	3954254	+	1827	2902	2788	2102
KJY95_RS19210	NZ_CP076404.1	3954321	3954938	+	618	835	809	561
KJY95_RS19215	NZ_CP076404.1	3955006	3955623	-	618	543	482	374
KJY95_RS19220	NZ_CP076404.1	3955734	3956753	+	1020	2213	2276	1955
KJY95_RS19225	NZ_CP076404.1	3956764	3957561	+	798	767	934	745
KJY95_RS19230	NZ_CP076404.1	3957640	3958536	+	897	499	560	463
KJY95_RS19235	NZ_CP076404.1	3958430	3959380	-	951	481	436	290
KJY95_RS19240	NZ_CP076404.1	3959617	3961875	+	2259	1047	902	845
KJY95_RS19245	NZ_CP076404.1	3961921	3962733	-	813	529	557	599
KJY95_RS19250	NZ_CP076404.1	3962995	3963753	+	759	3084	7634	8457
KJY95_RS19255	NZ_CP076404.1	3963897	3965321	+	1425	3123	4649	4776
KJY95_RS19260	NZ_CP076404.1	3965419	3966171	+	753	4578	6035	5315
KJY95_RS19265	NZ_CP076404.1	3966188	3966790	+	603	2067	2583	1891
KJY95_RS19270	NZ_CP076404.1	3966790	3968427	+	1638	3140	4115	3175
KJY95_RS19275	NZ_CP076404.1	3968509	3968775	+	267	2851	3730	3174
KJY95_RS19280	NZ_CP076404.1	3968782	3969294	+	513	3264	4054	3196
KJY95_RS19285	NZ_CP076404.1	3969300	3970073	+	774	3367	3916	2946
KJY95_RS19290	NZ_CP076404.1	3970118	3970897	+	780	1855	1985	1641
KJY95_RS19295	NZ_CP076404.1	3970900	3971385	-	486	1932	1913	1762
KJY95_RS19300	NZ_CP076404.1	3971552	3973042	+	1491	6779	7585	6305
KJY95_RS19305	NZ_CP076404.1	3973091	3973789	+	699	2793	3062	2436
KJY95_RS19310	NZ_CP076404.1	3974176	3975336	-	1161	928	983	773
KJY95_RS19315	NZ_CP076404.1	3975349	3977535	-	2187	675	786	824
KJY95_RS19320	NZ_CP076404.1	3977725	3979053	+	1329	4392	5072	4359
KJY95_RS19325	NZ_CP076404.1	3979056	3979667	+	612	1056	1040	836
KJY95_RS19330	NZ_CP076404.1	3979709	3981157	+	1449	3447	3491	2599
KJY95_RS19335	NZ_CP076404.1	3981172	3981714	+	543	912	893	782
KJY95_RS19365	NZ_CP076404.1	3987473	3987997	-	525	359	372	344
KJY95_RS19370	NZ_CP076404.1	3987982	3988563	-	582	434	526	449
KJY95_RS19375	NZ_CP076404.1	3988633	3988899	+	267	523	758	659
KJY95_RS19380	NZ_CP076404.1	3988979	3989962	+	984	2435	3023	2628
KJY95_RS19385	NZ_CP076404.1	3989982	3990605	+	624	1311	1554	1533
KJY95_RS19390	NZ_CP076404.1	3990763	3992190	+	1428	1051	1249	1349
KJY95_RS19395	NZ_CP076404.1	3992237	3993166	-	930	1397	1520	1499
KJY95_RS19400	NZ_CP076404.1	3993530	3996313	+	2784	3345	4233	3360
KJY95_RS19405	NZ_CP076404.1	3996700	3997329	-	630	3466	3599	3038
KJY95_RS19410	NZ_CP076404.1	3997626	3997789	+	164	2367	2843	3749
KJY95_RS19415	NZ_CP076404.1	3997911	3998417	+	507	1195	1216	973
KJY95_RS19420	NZ_CP076404.1	3998609	3999979	+	1371	3358	3339	2853
KJY95_RS19425	NZ_CP076404.1	4000214	4000321	-	108	1148	1096	810
KJY95_RS19430	NZ_CP076404.1	4000436	4001842	-	1407	813	781	556
KJY95_RS19435	NZ_CP076404.1	4001857	4002903	-	1047	656	594	487
KJY95_RS19440	NZ_CP076404.1	4003192	4004598	-	1407	7502	6914	4524
KJY95_RS19445	NZ_CP076404.1	4004971	4006791	+	1821	55257	61447	47447
KJY95_RS19450	NZ_CP076404.1	4007011	4007718	+	708	486	508	502
KJY95_RS19455	NZ_CP076404.1	4007729	4008706	+	978	240	306	302
KJY95_RS19460	NZ_CP076404.1	4008811	4010073	+	1263	304	391	370
KJY95_RS19465	NZ_CP076404.1	4010170	4010859	-	690	123	160	164
KJY95_RS19470	NZ_CP076404.1	4010930	4012330	-	1401	523	472	466
KJY95_RS19475	NZ_CP076404.1	4012376	4013758	-	1383	252	192	243
KJY95_RS19480	NZ_CP076404.1	4013807	4015840	-	2034	297	268	269
KJY95_RS19485	NZ_CP076404.1	4016042	4016941	-	900	166	177	149
KJY95_RS19490	NZ_CP076404.1	4017082	4018320	-	1239	452	428	419
KJY95_RS19495	NZ_CP076404.1	4018340	4019215	-	876	93	119	125
KJY95_RS19500	NZ_CP076404.1	4019242	4020135	-	894	125	113	110
KJY95_RS19505	NZ_CP076404.1	4020303	4021196	+	894	241	200	159
KJY95_RS19510	NZ_CP076404.1	4021233	4022015	+	783	817	910	637
KJY95_RS19515	NZ_CP076404.1	4022117	4022713	+	597	983	1137	885
KJY95_RS19520	NZ_CP076404.1	4022710	4023579	+	870	417	534	435
KJY95_RS19525	NZ_CP076404.1	4023579	4024013	+	435	299	386	377
KJY95_RS19530	NZ_CP076404.1	4024061	4024999	+	939	758	809	722
KJY95_RS22410	NZ_CP076404.1	4025362	4025475	+	114	48	74	85
KJY95_RS19540	NZ_CP076404.1	4025855	4026070	+	216	38	61	37
KJY95_RS19545	NZ_CP076404.1	4026291	4026530	+	240	180	174	186
KJY95_RS19550	NZ_CP076404.1	4026866	4027792	-	927	3028	3353	2654
KJY95_RS19555	NZ_CP076404.1	4027792	4028424	-	633	2254	2815	2328
KJY95_RS19560	NZ_CP076404.1	4028424	4029323	-	900	4044	5151	4013
KJY95_RS19565	NZ_CP076404.1	4029339	4032386	-	3048	26341	33058	27904
KJY95_RS19570	NZ_CP076404.1	4032580	4033410	+	831	957	1204	930
KJY95_RS19575	NZ_CP076404.1	4033566	4034618	+	1053	457	485	424
KJY95_RS19580	NZ_CP076404.1	4034674	4036419	-	1746	1001	919	774
KJY95_RS19585	NZ_CP076404.1	4036422	4037489	-	1068	1017	1010	995
KJY95_RS19590	NZ_CP076404.1	4037482	4038930	-	1449	233	266	264
KJY95_RS19595	NZ_CP076404.1	4038944	4039387	-	444	54	54	66
KJY95_RS19600	NZ_CP076404.1	4039691	4040002	-	312	130	132	165
KJY95_RS19605	NZ_CP076404.1	4040015	4040836	-	822	275	240	264
KJY95_RS19610	NZ_CP076404.1	4041290	4042546	-	1257	166	182	162
KJY95_RS19615	NZ_CP076404.1	4042546	4044012	-	1467	192	173	226
KJY95_RS19620	NZ_CP076404.1	4044300	4045133	+	834	179	146	149
KJY95_RS19625	NZ_CP076404.1	4045210	4046055	+	846	194	184	164
KJY95_RS19630	NZ_CP076404.1	4046058	4047089	-	1032	170	191	213
KJY95_RS19635	NZ_CP076404.1	4047374	4047991	+	618	1559	1326	1324
KJY95_RS19640	NZ_CP076404.1	4048254	4049234	+	981	251	274	235
KJY95_RS19645	NZ_CP076404.1	4049386	4050057	+	672	776	820	684
KJY95_RS19650	NZ_CP076404.1	4050169	4051539	-	1371	3026	3284	2523
KJY95_RS19655	NZ_CP076404.1	4051539	4052234	-	696	2595	2717	2563
KJY95_RS19660	NZ_CP076404.1	4052384	4052881	+	498	6751	6604	5595
KJY95_RS19665	NZ_CP076404.1	4053033	4053932	+	900	2069	2622	2035
KJY95_RS19670	NZ_CP076404.1	4054116	4055075	+	960	6100	7952	6025
KJY95_RS19675	NZ_CP076404.1	4055398	4056384	+	987	1688	1441	1115
KJY95_RS19680	NZ_CP076404.1	4056494	4057246	+	753	1317	1524	1238
KJY95_RS19685	NZ_CP076404.1	4057307	4058071	-	765	3937	5525	4956
KJY95_RS19690	NZ_CP076404.1	4058182	4058778	-	597	618	711	814
KJY95_RS19695	NZ_CP076404.1	4058879	4059316	+	438	370	458	428
KJY95_RS19700	NZ_CP076404.1	4059531	4059827	+	297	304	405	345
KJY95_RS19705	NZ_CP076404.1	4059857	4060282	+	426	570	695	612
KJY95_RS19710	NZ_CP076404.1	4060293	4061036	-	744	1080	1186	1023
KJY95_RS19715	NZ_CP076404.1	4061136	4062143	-	1008	1890	2275	1871
KJY95_RS19720	NZ_CP076404.1	4062281	4063786	-	1506	2245	2691	3359
KJY95_RS19725	NZ_CP076404.1	4063812	4064561	-	750	990	1642	2478
KJY95_RS19730	NZ_CP076404.1	4064560	4065708	-	1149	3	0	1
KJY95_RS19735	NZ_CP076404.1	4065722	4065877	-	156	194	332	467
KJY95_RS19740	NZ_CP076404.1	4066302	4066544	+	243	5273	6718	6858
KJY95_RS19745	NZ_CP076404.1	4066635	4067117	-	483	4755	6117	4818
KJY95_RS19750	NZ_CP076404.1	4067213	4068136	-	924	1067	1433	990
KJY95_RS19755	NZ_CP076404.1	4068206	4069534	-	1329	1745	1887	1598
KJY95_RS19760	NZ_CP076404.1	4069547	4070074	-	528	681	787	612
KJY95_RS19765	NZ_CP076404.1	4070170	4071126	-	957	3715	3689	3234
KJY95_RS19770	NZ_CP076404.1	4071221	4072243	-	1023	1195	1676	1756
KJY95_RS19775	NZ_CP076404.1	4072402	4074597	-	2196	2409	2238	1691
KJY95_RS19780	NZ_CP076404.1	4074800	4075009	+	210	25118	29465	26462
KJY95_RS19785	NZ_CP076404.1	4075076	4075681	-	606	2578	2543	2043
